timestamp,id,distance_px,x1,y1,x2,y2,background_path,session_root
2025-10-09T11:27:29,d1-t1-c1-b-1l2-d,552.892254,573.119265,451.182139,1125.704612,432.762627,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-b-1l2-d/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-b-1l2-d
2025-12-02T12:01:04,d1-t1-c1-b-1l2-d-demonstrator,632.658608,501.283170,272.512876,1133.072417,239.357755,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-b-1l2-d-demonstrator/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-b-1l2-d-demonstrator
2025-12-02T12:04:49,d1-t1-c1-b-1l2-d-focal,636.436107,503.125121,274.354827,1138.598270,239.357755,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-b-1l2-d-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-b-1l2-d-focal
2025-10-09T11:27:37,d1-t1-c1-t-1l2-d,554.94415,569.435363,451.182139,1123.862661,427.236773,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-t-1l2-d/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-t-1l2-d
2025-12-02T12:01:15,d1-t1-c1-t-1l2-d-demonstrator,632.564753,503.125121,270.670925,1134.914368,239.357755,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-t-1l2-d-demonstrator/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-t-1l2-d-demonstrator
2025-12-02T12:04:51,d1-t1-c1-t-1l2-d-focal,636.649308,503.125121,270.670925,1138.598270,231.989951,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-t-1l2-d-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c1-t-1l2-d-focal
2025-10-09T11:27:42,d1-t1-c10-b-1l2-d,668.62827,503.125121,596.69628,1171.753391,596.69628,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-b-1l2-d/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-b-1l2-d
2025-12-02T12:01:32,d1-t1-c10-b-1l2-d-demonstrator,773.639221,423.921221,370.136288,1197.540707,375.662141,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-b-1l2-d-demonstrator/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-b-1l2-d-demonstrator
2025-12-02T12:04:53,d1-t1-c10-b-1l2-d-focal,784.671193,412.869514,368.294336,1197.540707,368.294336,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-b-1l2-d-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-b-1l2-d-focal
2025-10-09T11:27:46,d1-t1-c10-t-1l2-d,668.630807,501.28317,593.012378,1169.91144,594.854329,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-t-1l2-d/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-t-1l2-d
2025-12-02T12:01:42,d1-t1-c10-t-1l2-d-demonstrator,779.154048,420.237319,373.820190,1199.382659,370.136288,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-t-1l2-d-demonstrator/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-t-1l2-d-demonstrator
2025-12-02T12:04:54,d1-t1-c10-t-1l2-d-focal,782.831409,416.553417,370.136288,1199.382659,368.294336,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-t-1l2-d-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c10-t-1l2-d-focal
2025-10-09T11:27:51,d1-t1-c2-b-1c1-i,639.923629,348.401224,511.966527,987.558275,480.653357,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-b-1c1-i/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-b-1c1-i
2025-12-02T12:04:59,d1-t1-c2-b-1c1-i-focal,731.529959,265.993660,311.106070,997.113464,286.612944,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-b-1c1-i-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-b-1c1-i-focal
2025-10-09T11:27:56,d1-t1-c2-b-1h1-d,634.155723,1720.654836,473.285552,1087.023638,499.072869,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-b-1h1-d/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-b-1h1-d
2025-12-02T12:05:02,d1-t1-c2-b-1h1-d-focal,726.634098,267.218317,308.656758,993.439495,284.163632,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-b-1h1-d-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-b-1h1-d-focal
2025-10-09T11:28:02,d1-t1-c2-t-1c1-i,632.114056,1088.865589,499.072869,1720.654836,478.811406,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-t-1c1-i/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-t-1c1-i
2025-12-02T12:05:06,d1-t1-c2-t-1c1-i-focal,731.452047,265.993660,303.758132,997.113464,281.714319,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-t-1c1-i-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-t-1c1-i-focal
2025-10-09T11:28:07,d1-t1-c2-t-1h1-d,637.91372,983.874373,486.17921,346.559273,513.808478,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-t-1h1-d/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-t-1h1-d
2025-12-02T12:05:10,d1-t1-c2-t-1h1-d-focal,726.918877,265.993660,306.207445,992.214839,274.366382,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-t-1h1-d-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c2-t-1h1-d-focal
2025-10-09T11:28:19,d1-t1-c3-b-1c1-i,631.832206,236.042203,653.796766,867.83145,646.428961,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-b-1c1-i/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-b-1c1-i
2025-12-02T12:05:15,d1-t1-c3-b-1c1-i-focal,748.329128,949.351869,409.078573,1697.616860,399.281323,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-b-1c1-i-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-b-1c1-i-focal
2025-10-09T11:28:25,d1-t1-c3-b-1l3-d,646.653413,982.032422,640.903108,1628.557278,628.00945,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-b-1l3-d/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-b-1l3-d
2025-12-02T12:05:18,d1-t1-c3-b-1l3-d-focal,750.778231,948.127212,409.078573,1698.841517,399.281323,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-b-1l3-d-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-b-1l3-d-focal
2025-10-09T11:28:29,d1-t1-c3-t-1c1-i,648.494999,1632.24118,629.851401,983.874373,642.745059,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-t-1c1-i/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-t-1c1-i
2025-12-02T12:05:23,d1-t1-c3-t-1c1-i-focal,752.107481,943.228587,415.201855,1695.167548,399.281323,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-t-1c1-i-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-t-1c1-i-focal
2025-10-09T11:28:39,d1-t1-c3-t-1l3-d,635.689341,1621.189474,626.167498,985.716324,642.745059,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-t-1l3-d/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-t-1l3-d
2025-12-02T12:05:28,d1-t1-c3-t-1l3-d-focal,752.082555,948.127212,415.201855,1700.066173,400.505979,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-t-1l3-d-focal/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c3-t-1l3-d-focal
2025-10-09T11:28:45,d1-t1-c4-b-1c3-d,652.061116,337.349517,681.426033,989.400227,685.109935,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c4-b-1c3-d/preprocessing/background.png,/Volumes/Jacks-SSD-1/24-social-cog-sweden/2-data/1-raw_tracks/session_d1-t1-c4-b-1c3-d
